[2024-05-07 05:10:54,052] torch.distributed.run: [WARNING] master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
[2024-05-07 05:10:54,052] torch.distributed.run: [WARNING] 
[2024-05-07 05:10:54,052] torch.distributed.run: [WARNING] *****************************************
[2024-05-07 05:10:54,052] torch.distributed.run: [WARNING] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
[2024-05-07 05:10:54,052] torch.distributed.run: [WARNING] *****************************************
[W socket.cpp:663] [c10d] The client socket has failed to connect to [H100-199]:56229 (errno: 22 - Invalid argument).
[W socket.cpp:663] [c10d] The client socket has failed to connect to [H100-199]:56229 (errno: 22 - Invalid argument).
[W socket.cpp:663] [c10d] The client socket has failed to connect to [H100-199]:56229 (errno: 22 - Invalid argument).
[W socket.cpp:663] [c10d] The client socket has failed to connect to [H100-199]:56229 (errno: 22 - Invalid argument).
[W socket.cpp:663] [c10d] The client socket has failed to connect to [H100-199]:56229 (errno: 22 - Invalid argument).
[W socket.cpp:663] [c10d] The client socket has failed to connect to [H100-199]:56229 (errno: 22 - Invalid argument).
[W socket.cpp:663] [c10d] The client socket has failed to connect to [H100-199]:56229 (errno: 22 - Invalid argument).
[W socket.cpp:663] [c10d] The client socket has failed to connect to [H100-199]:56229 (errno: 22 - Invalid argument).
[W socket.cpp:663] [c10d] The client socket has failed to connect to [H100-199]:56229 (errno: 22 - Invalid argument).
====================initialize the distributed env====================
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:13<00:13, 13.20s/it]Loading checkpoint shards:  50%|█████     | 1/2 [00:13<00:13, 13.71s/it]Loading checkpoint shards:  50%|█████     | 1/2 [00:13<00:13, 13.69s/it]Loading checkpoint shards:  50%|█████     | 1/2 [00:14<00:14, 14.23s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:17<00:00,  8.14s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:17<00:00,  8.90s/it]
====================get the model with lora====================
trainable params: 4,194,304 || all params: 6,742,609,920 || trainable%: 0.06220594176090199
Loading checkpoint shards: 100%|██████████| 2/2 [00:17<00:00,  7.92s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:17<00:00,  8.79s/it]
Loading checkpoint shards: 100%|██████████| 2/2 [00:17<00:00,  7.87s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:17<00:00,  8.74s/it]
Loading checkpoint shards: 100%|██████████| 2/2 [00:17<00:00,  8.05s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:17<00:00,  8.98s/it]
You're using a LlamaTokenizerFast tokenizer. Please note that with a fast tokenizer, using the `__call__` method is faster than using a method to encode the text followed by a call to the `pad` method to get a padded encoding.
You're using a LlamaTokenizerFast tokenizer. Please note that with a fast tokenizer, using the `__call__` method is faster than using a method to encode the text followed by a call to the `pad` method to get a padded encoding.
/home/genghaozhe/.pyenv/versions/3.10.14/envs/colossalai-py310/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
/home/genghaozhe/.pyenv/versions/3.10.14/envs/colossalai-py310/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
You're using a LlamaTokenizerFast tokenizer. Please note that with a fast tokenizer, using the `__call__` method is faster than using a method to encode the text followed by a call to the `pad` method to get a padded encoding.
/home/genghaozhe/.pyenv/versions/3.10.14/envs/colossalai-py310/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
====================Use auto mixed precision training====================
====================Use gradient checkpoint====================
====================get the dataset====================
====================get the dataloader====================
====================start train====================
You're using a LlamaTokenizerFast tokenizer. Please note that with a fast tokenizer, using the `__call__` method is faster than using a method to encode the text followed by a call to the `pad` method to get a padded encoding.
/home/genghaozhe/.pyenv/versions/3.10.14/envs/colossalai-py310/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
Step: 0	 Data: torch.Size([10, 384])	 Training Loss: 1.0653773546218872
Step: 1	 Data: torch.Size([10, 384])	 Training Loss: 1.0276778936386108
Step: 2	 Data: torch.Size([10, 384])	 Training Loss: 0.9646230340003967
Step: 3	 Data: torch.Size([10, 384])	 Training Loss: 1.1950732469558716
Step: 4	 Data: torch.Size([10, 384])	 Training Loss: 1.2681667804718018
Step: 5	 Data: torch.Size([10, 302])	 Training Loss: 1.2406597137451172
Step: 6	 Data: torch.Size([10, 384])	 Training Loss: 1.2183763980865479
Step: 7	 Data: torch.Size([10, 384])	 Training Loss: 1.1052063703536987
Step: 8	 Data: torch.Size([10, 384])	 Training Loss: 1.1118923425674438
Step: 9	 Data: torch.Size([10, 384])	 Training Loss: 1.0326794385910034
Step: 10	 Data: torch.Size([10, 384])	 Training Loss: 1.3796390295028687
Step: 11	 Data: torch.Size([10, 319])	 Training Loss: 1.1889429092407227
Step: 12	 Data: torch.Size([10, 384])	 Training Loss: 1.188995361328125
Step: 13	 Data: torch.Size([10, 384])	 Training Loss: 0.9835812449455261
Step: 14	 Data: torch.Size([10, 384])	 Training Loss: 0.9871845841407776
Step: 15	 Data: torch.Size([10, 384])	 Training Loss: 1.2157665491104126
Step: 16	 Data: torch.Size([10, 384])	 Training Loss: 1.13834810256958
Step: 17	 Data: torch.Size([10, 384])	 Training Loss: 1.1938031911849976
Step: 18	 Data: torch.Size([10, 384])	 Training Loss: 1.1203304529190063
Step: 19	 Data: torch.Size([10, 384])	 Training Loss: 1.1211481094360352
Step: 20	 Data: torch.Size([10, 384])	 Training Loss: 1.2381073236465454
Step: 21	 Data: torch.Size([10, 384])	 Training Loss: 1.0429198741912842
Step: 22	 Data: torch.Size([10, 384])	 Training Loss: 1.145245909690857
Step: 23	 Data: torch.Size([10, 384])	 Training Loss: 1.070249319076538
Step: 24	 Data: torch.Size([10, 384])	 Training Loss: 1.1489049196243286
Step: 25	 Data: torch.Size([10, 384])	 Training Loss: 1.0754433870315552
Step: 26	 Data: torch.Size([10, 384])	 Training Loss: 1.353530764579773
Step: 27	 Data: torch.Size([10, 384])	 Training Loss: 1.1392371654510498
Step: 28	 Data: torch.Size([10, 384])	 Training Loss: 1.1083064079284668
Step: 29	 Data: torch.Size([10, 384])	 Training Loss: 1.148331880569458
Step: 30	 Data: torch.Size([10, 384])	 Training Loss: 0.9738193154335022
Step: 31	 Data: torch.Size([10, 384])	 Training Loss: 1.047343373298645
Step: 32	 Data: torch.Size([10, 384])	 Training Loss: 1.0157138109207153
Step: 33	 Data: torch.Size([10, 384])	 Training Loss: 1.1279053688049316
Step: 34	 Data: torch.Size([10, 384])	 Training Loss: 1.1651337146759033
Step: 35	 Data: torch.Size([10, 384])	 Training Loss: 0.9591991305351257
Step: 36	 Data: torch.Size([10, 384])	 Training Loss: 1.1566628217697144
Step: 37	 Data: torch.Size([10, 384])	 Training Loss: 1.448120355606079
Step: 38	 Data: torch.Size([10, 384])	 Training Loss: 1.2806404829025269
Step: 39	 Data: torch.Size([10, 384])	 Training Loss: 1.1215245723724365
Step: 40	 Data: torch.Size([10, 384])	 Training Loss: 1.1390750408172607
Step: 41	 Data: torch.Size([10, 384])	 Training Loss: 1.0311788320541382
Step: 42	 Data: torch.Size([10, 384])	 Training Loss: 1.1319983005523682
Step: 43	 Data: torch.Size([10, 384])	 Training Loss: 0.9792229533195496
Step: 44	 Data: torch.Size([10, 384])	 Training Loss: 0.93525630235672
Step: 45	 Data: torch.Size([10, 384])	 Training Loss: 1.154323697090149
Step: 46	 Data: torch.Size([10, 384])	 Training Loss: 1.2617888450622559
Step: 47	 Data: torch.Size([10, 384])	 Training Loss: 0.9958676099777222
Step: 48	 Data: torch.Size([10, 384])	 Training Loss: 1.0208252668380737
Step: 49	 Data: torch.Size([10, 384])	 Training Loss: 1.0400705337524414
Step: 50	 Data: torch.Size([10, 384])	 Training Loss: 0.9515330791473389
Step: 51	 Data: torch.Size([10, 384])	 Training Loss: 0.9491533041000366
Step: 52	 Data: torch.Size([10, 384])	 Training Loss: 1.0061596632003784
Step: 53	 Data: torch.Size([10, 384])	 Training Loss: 1.0731518268585205
Step: 54	 Data: torch.Size([10, 384])	 Training Loss: 1.3036551475524902
Step: 55	 Data: torch.Size([10, 384])	 Training Loss: 1.2115459442138672
Step: 56	 Data: torch.Size([10, 384])	 Training Loss: 1.0325783491134644
Step: 57	 Data: torch.Size([10, 384])	 Training Loss: 1.2163368463516235
Step: 58	 Data: torch.Size([10, 384])	 Training Loss: 1.0514034032821655
Step: 59	 Data: torch.Size([10, 384])	 Training Loss: 1.0872652530670166
Step: 60	 Data: torch.Size([10, 384])	 Training Loss: 0.9798094630241394
Step: 61	 Data: torch.Size([10, 384])	 Training Loss: 0.974850058555603
Step: 62	 Data: torch.Size([10, 384])	 Training Loss: 0.9658692479133606
Step: 63	 Data: torch.Size([10, 384])	 Training Loss: 1.0456410646438599
Step: 64	 Data: torch.Size([10, 384])	 Training Loss: 1.0248955488204956
Step: 65	 Data: torch.Size([10, 384])	 Training Loss: 1.1350946426391602
Step: 66	 Data: torch.Size([10, 384])	 Training Loss: 0.9620658755302429
Step: 67	 Data: torch.Size([10, 384])	 Training Loss: 1.0230436325073242
